TICKER,CIK,NAME,EXCHANGE
CCLFX,0001735964,Cliffwater Corporate Lending Fund,Nasdaq
NICHX,0001736510,Variant Alternative Income Fund,Nasdaq
CNROX,0001737936,City National Rochdale Strategic Credit Fund,Nasdaq
CHR,0001738758,"Cheer Holding, Inc.",Nasdaq
RVLPQ,0001739426,RVL Pharmaceuticals plc,OTC
AVAI,0001740797,AVANT TECHNOLOGIES INC.,OTC
PYRGF,0001743344,PyroGenesis Canada Inc.,OTC
HZEN,0001748945,Grayscale Horizen Trust (ZEN),OTC
EIOAX,0001751156,ELLINGTON INCOME OPPORTUNITIES FUND,Nasdaq
QSJC,0001753391,"TANCHENG GROUP CO., LTD.",OTC
LARAX,0001753712,Lord Abbett Credit Opportunities Fund,Nasdaq
OPHV,0001753945,"Opti-Harvest, Inc.",
EIC,0001754836,Eagle Point Income Co Inc.,NYSE
AAIDX,0001754927,Axonic Alternative Income Fund,Nasdaq
PDSRX,0001756404,Principal Real Asset Fund,Nasdaq
IAUM,0001759124,iShares Gold Trust Micro,NYSE
GXLM,0001761325,Grayscale Stellar Lumens Trust (XLM),OTC
CPRDX,0001762562,Clarion Partners Real Estate Income Fund Inc.,Nasdaq
GCGJ,0001765048,GUOCHUN INTERNATIONAL INC.,OTC
OBTC,0001767057,Osprey Bitcoin Trust,OTC
SKUR,0001771755,Sekur Private Data Ltd.,
WEIX,0001771951,Dynamic Shares Trust,NYSE
APHP,0001771995,American Picture House Corp,OTC
AKUMQ,0001776197,AKUMIN INC.,OTC
CBSTF,0001776738,Cannabist Co Holdings Inc.,OTC
DRPO,0001786286,Draganfly Inc.,
JDRR,0001786888,F3 Platform Biologics INC,
MSTH,0001790320,Mystic Holdings Inc./NV,OTC
DPUI,0001791929,"DISCOUNT PRINT USA, INC.",OTC
JBS,0001791942,JBS B.V.,
QHI,0001792799,QINHONG INTERNATIONAL GROUP,
CDTG,0001793895,CDT Environmental Technology Investment Holdings Ltd,
SKFG,0001794942,"Stark Focus Group, Inc.",OTC
OSTX,0001795091,OS Therapies Inc,
QMIX,0001796160,QMIS TBS Capital Group Corp.,
BTCT,0001796514,BTC Digital Ltd.,Nasdaq
CRGH,0001798458,"Carriage House Event Center, Inc.",OTC
GRDN,0001802255,"Guardian Pharmacy Services, Inc.",
THNK,0001804189,"T1V, Inc.",
GLSHQ,0001805087,"GELESIS HOLDINGS, INC.",OTC
GC,0001805586,"Gladstone Companies, Inc.",
ALEH,0001806905,ALE Group Holding Ltd,
HIGR,0001807616,Hi-Great Group Holding Co,OTC
FCCI,0001807689,"FAST CASUAL CONCEPTS, INC.",OTC
MDNAF,0001807983,Medicenna Therapeutics Corp.,OTC
DDC,0001808110,DDC Enterprise Ltd,NYSE
WDSP,0001813744,"World Scan Project, Inc.",OTC
WEWKQ,0001813756,WeWork Inc.,OTC
SFRT,0001821075,"Appreciate Holdings, Inc.",OTC
EXOD,0001821534,"Exodus Movement, Inc.",OTC
SUNLQ,0001821850,Sunlight Financial Holdings Inc.,OTC
KPN,0001826202,Kepuni Holdings Inc.,
WDHI,0001826474,"Worldwide Diversified Holdings, Inc",
WETH,0001826660,Wetouch Technology Inc.,OTC
TRML,0001827506,"Tourmaline Bio, Inc.",Nasdaq
SLDX,0001827620,"Stella Diagnostics, Inc.",OTC
BRNS,0001828185,Barinthus Biotherapeutics plc.,Nasdaq
BMNR,0001829311,"BITMINE IMMERSION TECHNOLOGIES, INC.",OTC
SFCO,0001831523,Southern Financial Corp,OTC
NPCT,0001835068,Nuveen Core Plus Impact Fund,NYSE
INTM,0001835104,"INTERMEDIA CLOUD COMMUNICATIONS, INC.",
BKV,0001838406,BKV Corp,
ELAB,0001840563,Elevai Labs Inc.,Nasdaq
TFG,0001841612,"Fortegra Group, Inc",OTC
RPET,0001841931,New Ruipeng Pet Group Inc.,
BLEUU,0001843370,bleuacacia ltd,Nasdaq
UMAV,0001843573,UAV Corp,OTC
RMCO,0001843656,Royalty Management Holding Corp,Nasdaq
TRCC,0001843875,TRACCOM INC.,OTC
DXYZ,0001843974,Destiny Tech100 Inc.,
PMNT,0001849221,Perfect Moment Ltd.,
ONMD,0001849380,OneMedNet Corp,Nasdaq
FSHP,0001850059,Flag Ship Acquisition Corp,
ACUT,0001850767,Accustem Sciences Inc.,OTC
MFLTY,0001851682,Missfresh Ltd,OTC
MANA,0001852023,Grayscale Decentraland Trust (MANA),OTC
GLIV,0001852024,Grayscale Livepeer Trust (LPT),OTC
GLNK,0001852025,Grayscale Chainlink Trust (LINK),OTC
GBAT,0001852040,Grayscale Basic Attention Token Trust (BAT),OTC
AERT,0001853044,"Aeries Technology, Inc.",Nasdaq
ANSC,0001854149,Agriculture & Natural Solutions Acquisition Corp,
EGLXF,0001854233,Enthusiast Gaming Holdings Inc. / Canada,OTC
CAUD,0001854583,"Collective Audience, Inc.",Nasdaq
BTRY,0001857971,Clarios International Inc.,
FGDL,0001858258,Franklin Templeton Holdings Trust,NYSE
GOSC,0001858939,Giant Oak Acquisition Corp,
AIRE,0001859199,reAlpha Tech Corp.,Nasdaq
GLXY,0001859392,Galaxy Digital Inc.,
JJOC,0001861733,JJ Opportunity Corp.,
SOSH,0001861785,SOS Hydration Inc.,
ZKH,0001862044,ZKH Group Ltd,
ABTS,0001864055,Abits Group Inc,Nasdaq
WEJOF,0001864448,Wejo Group Ltd,
FLYF,0001864776,Flewber Global Inc.,
ELEP,0001865833,Elephant Oil Corp.,
OPTX,0001866816,"SYNTEC OPTICS HOLDINGS, INC.",Nasdaq
DDCIU,0001867506,"Diffuse Digital 30, LP",OTC
HGIA,0001868110,"HENGGUANG HOLDING CO, Ltd",
YIBO,0001868395,Planet Image International Ltd,
RYET,0001873454,Ruanyun Edai Technology Inc.,
HARD,0001873723,Harden Technologies Inc.,NYSE
FDAN,0001874137,FD TECHNOLOGY INC.,
DEFG,0001874907,Grayscale Decentralized Finance (DeFi) Fund LLC,OTC
YMAT,0001875016,"J-Star Holding Co., Ltd.",
AEIB,0001875655,AEI CapForce II Investment Corp,
GRAM,0001876945,Gold Flora Corp.,OTC
MMCP,0001879293,"Mag Mile Capital, Inc.",OTC
KMCM,0001879717,Key Mining Corp.,
EHGO,0001879754,EShallGo Inc.,
PSGI,0001880249,"Perfect Solutions Group, Inc.",OTC
VOCO,0001880431,Vocodia Holdings Corp,
CBLO,0001882781,"C2 Blockchain,Inc.",OTC
FOGO,0001883631,"Fogo Hospitality, Inc.",
BATXF,0001883898,Straightup Resources Inc,OTC
ETZ,0001883934,"Earntz Healthcare Products, Inc.",
SPKL,0001884046,Spark I Acquisition Corp,
PGRM,0001884434,"Panagram Capital, LLC",
ELGP,0001885493,"Elate Group, Inc.",
YBZN,0001885514,Yi Po International Holdings Ltd,
XYGJ,0001885840,Fortune Joy International Acquisition Corp,
RVGO,0001886444,"RVELOCITY, INC.",
LIAI,0001887799,LEMENG HOLDINGS LTD,
SHIM,0001887944,Shimmick Corp,Nasdaq
UBXG,0001888525,U-BX Technology Ltd.,
LEWY,0001888780,"LEEWAY SERVICES, INC.",
ZAAG,0001893124,"ZA Group, Inc.",OTC
CJOY,0001895159,Cine Top Culture Holdings Ltd.,
LBGJ,0001896425,Li Bang International Corp Inc.,
GSOL,0001896677,Grayscale Solana Trust (SOL),OTC
MJID,0001897532,Majestic Ideal Holdings Ltd,
SGN,0001898474,"Signing Day Sports, Inc.",NYSE
MDRN,0001898722,Modern Mining Technology Corp.,
FP,0001900035,First Person Ltd.,
EPWK,0001900720,EPWK Holdings Ltd.,
IROH,0001901203,Iron Horse Acquisitions Corp.,
ULS,0001901440,UL Solutions Inc.,
PGFF,0001902700,"Pioneer Green Farms, Inc.",OTC
PDPG,0001902930,"Performance Drink Group, Inc.",OTC
AIMA,0001903464,Aimfinity Investment Corp. I,
TDAI,0001904958,Thornburg Durable Allocation & Income Trust,
GLXG,0001905920,Galaxy Payroll Group Ltd,
BSME,0001905951,"MED EIBY Holding Co., Ltd",
INAI,0001906425,"Invea Therapeutics, Inc",
LXEO,0001907108,"Lexeo Therapeutics, Inc.",Nasdaq
JETR,0001908054,Star Jets International Inc.,OTC
MNX,0001908233,"MN8 Energy, Inc.",
GLE,0001908705,Global Engine Group Holding Ltd,
MDRI,0001910053,Midori Group Inc.,
DCCA,0001912472,Decca Investment Ltd,
SCRP,0001912498,"Scripps Safe, Inc.",
RPGL,0001912884,Republic Power Group Ltd,
PSE,0001913715,Prime Skyline Ltd,
RISE,0001914513,"Rise Oil & Gas, Inc.",
INTJ,0001916416,Intelligent Group Ltd,
BGAC,0001916902,Biotech Group Acquisition Corp,
PSIG,0001917890,PSI Group Holdings Ltd.,
CHRO,0001919246,Chromocell Therapeutics Corp,
SFWJ,0001919847,"Software Effective Solutions, Corp.",OTC
GELS,0001920092,Gelteq Ltd,
DEC,0001922446,Diversified Energy Co PLC,
CKHL,0001923171,Chi Ko Holdings Ltd,
GDD,0001923183,Healthy Green Group Holding Ltd,
RLND,0001924064,RoyaLand Co Ltd.,
IBG,0001924482,Innovation Beverage Group Ltd,
SFHG,0001926792,SAMFINE CREATION HOLDINGS GROUP Ltd,
NTCL,0001927578,NetClass Technology Inc,
WOK,0001929783,WORK Medical Technology Group LTD,
QTM,0001930207,CH AUTO Inc.,
CCTG,0001931717,CCSC Technology International Holdings Ltd,
LOBO,0001932072,LOBO EV TECHNOLOGIES LTD,
LVER,0001932244,Lever Global Corp,OTC
AGII,0001932470,AgiiPlus Inc.,
BCGF,0001932629,BCGF Acquisition Corp.,
AMDI,0001933762,Amphitrite Digital Inc,
SAG,0001933951,SAG Holdings Ltd,
MVRK,0001934836,Maverick Lifestyle Inc.,
CETI,0001935092,"Cyber Enviro-Tech, Inc.",OTC
FMST,0001935418,Foremost Lithium Resource & Technology Ltd.,Nasdaq
ILLR,0001936037,Triller Corp.,
IMSV,0001936574,IMMRSIV Inc.,
HXHX,0001936817,Haoxin Holdings Ltd,
GFCX,0001937692,GoodFaith Technology Inc.,
PAPL,0001938109,Pineapple Financial Inc.,NYSE
FBGL,0001938534,FBS Global Ltd,
ADVB,0001941029,Advanced Biomed Inc.,
WETO,0001941158,Webus International Ltd.,
TRSG,0001943444,Tungray Technologies Inc,
CVTO,0001943661,Covalto Ltd.,
GEAR,0001943705,"Revelyst, Inc.",
BIYA,0001944712,Baiya International Group Inc.,
ROMA,0001945240,Roma Green Finance Ltd,
HUHU,0001945415,HUHUTECH International Group Inc.,
SUNH,0001946025,Xuhang Holdings Ltd,
ECLP,0001946412,"Eclipse Bancorp, Inc.",OTC
FPAQ,0001946485,FPA ENERGY ACQUISITION CORP.,
KDLY,0001946573,"Kindly MD, Inc.",
NTV,0001947654,Neotv Group Ltd,
DRFY,0001947971,Droneify Holdings Ltd,
MTEN,0001948099,Mingteng International Corp Inc.,
DLOG,0001948292,DELTA CORP. HOLDINGS Ltd,
JL,0001948436,J-Long Group Ltd,
RAY,0001948443,Raytech Holding Ltd,
HCWC,0001948864,HEALTHY CHOICE WELLNESS CORP.,
RADX,0001949257,Radiopharm Theranostics Ltd,
EEW,0001949712,ClimateRock Holdings Ltd,
ODDB,0001949766,Odd Burger Corp,
CRML,0001951089,Critical Metals Corp.,
NLOP,0001952976,Net Lease Office Properties,NYSE
BCG,0001953984,"Binah Capital Group, Inc.",
ZK,0001954042,ZEEKR Intelligent Technology Holding Ltd,
GSIW,0001954269,Garden Stage Ltd,
JYB,0001954488,Jyong Biotech Ltd.,
HAO,0001954594,Haoxi Health Technology Ltd,
LGCL,0001954694,Lucas GC Ltd,
ACSB,0001955728,ACESIS HOLDINGS CORP.,
JPO,0001956410,"JP Outfitters, Inc.",
NISM,0001956552,Newsight Imaging Ltd.,
UMAC,0001956955,"Unusual Machines, Inc.",
FEBO,0001957001,Fenbo Holdings Ltd,
AUMB,0001957252,AUM Biosciences Ltd,
CRGT,0001958489,"Cortigent, Inc.",
FBLG,0001958777,FibroBiologics Inc.,
HBER,0001958839,HUBEIER GROUP LTD.,
CTWO,0001958928,COTWO ADVISORS PHYSICAL EUROPEAN CARBON ALLOWANCE TRUST,
SGD,0001959023,Safe & Green Development Corp,Nasdaq
BZFL,0001959304,BOZHI FANGLUE INTERNATIONAL INVESTMENT GROUP CO LTD,
AZI,0001959726,Autozi Internet Technology (Global) Ltd.,
COOT,0001959994,Australian Oilseeds Holdings Ltd,
DVGR,0001960074,Digital Virgo Group S.A.,
XJET,0001960081,XJet Ltd.,
CREV,0001960208,Carbon Revolution Public Ltd Co,Nasdaq
VITT,0001960348,Vittoria Ltd,
VAPA,0001961346,Valens Pay Global Ltd,
INHD,0001961847,INNO HOLDINGS INC.,
KAPA,0001962011,"Kairos Pharma, LTD.",
KHIW,0001962144,Brilliance Group,
TKE,0001962554,OUI Global,
LOT,0001962746,Lotus Technology Inc.,
ATCH,0001963088,"Calculator New Pubco, Inc.",
RR,0001963685,RICHTECH ROBOTICS INC.,Nasdaq
ZBJ,0001964246,ZBJ FINANCE GROUP LTD,
ARMN,0001964504,Aris Mining Corp,NYSE
YZH,0001964603,YUEZHONGHUI INTERNATIONAL HOLDINGS GROUP LTD,
VSTE,0001964630,Vast Renewables Ltd,
LBIO,0001964657,"Denali SPAC Holdco, Inc.",
ORIS,0001964664,ORIENTAL RISE HOLDINGS Ltd,
RUSA,0001964801,IWAC HOLDINGS INC.,
YAAS,0001964946,Youxin Technology Ltd,
ECO,0001964954,Okeanis Eco Tankers Corp.,
FLXG,0001965044,Flexi Group Holdings Ltd,
UNFL,0001965671,"Unifoil Holdings, Inc.",
CRGX,0001966494,"CARGO Therapeutics, Inc.",Nasdaq
SUBL,0001966522,BioLingus (Cayman) Ltd,
AITR,0001966734,AI Transportation Acquisition Corp,
ZBAO,0001966750,Zhibao Technology Inc.,
DAZS,0001967078,DA AI ZHI SHUI INTERNATIONAL HOLDING GROUP LTD,
MSBB,0001967306,"Mercer Bancorp, Inc.",OTC
CAPT,0001967478,Captivision Inc.,Nasdaq
ATGL,0001967621,Alpha Technology Group Ltd,Nasdaq
CGTH,0001967822,Creative Global Technology Holdings Ltd,
NCEW,0001968043,New Century Logistics (BVI) Ltd,
WS,0001968487,"Worthington Steel, Inc.",
LGCB,0001969401,Linkage Global Inc,
BAYA,0001969475,Bayview Acquisition Corp,
MISN,0001969981,Mission Control Acquisition Corp.,
OMG,0001970371,Broad Capital Acquisition Pty Ltd,
PTHL,0001970544,Pheton Holdings Ltd,
USEE,0001970653,USEE ELECTRONIC COMMERCE LTD,
RMIC,0001970743,"Reticulate Micro, Inc.",
RYDE,0001971115,Ryde Group Ltd,
WEBVF,0001971260,Web3 Ventures Inc.,OTC
LIMN,0001971387,Iris Parent Holding Corp.,
TELO,0001971532,"Telomir Pharmaceuticals, Inc.",
QMMM,0001971542,QMMM Holdings Ltd,
MURA,0001971543,Mural Oncology plc,Nasdaq
BTOC,0001972529,Armlogi Holding Corp.,
SVMH,0001973368,SRIVARU Holding Ltd,
EVMO,0001973553,"EV Mobility, Inc.",
AMGS,0001974952,Prospect Energy Holdings Corp.,
PFAB,0001975992,PreTam Holdings Inc.,
SYNX,0001976443,Silynxcom Ltd.,
UFND,0001978124,"Unifund Financial Technologies, Inc.",
JPL,0001978294,"JEPLAN Holdings, Inc.",
GVH,0001978527,Globavend Holdings Ltd,Nasdaq
QETA,0001978528,Quetta Acquisition Corp,
CDLR,0001978867,Cadeler A/S,
AFJK,0001979005,"Aimei Health Technology Co., Ltd.",
NBBK,0001979330,"NB Bancorp, Inc.",
ABVE,0001979484,Above Food Ingredients Inc.,
WXM,0001979610,WF International Ltd.,
BELR,0001980034,"Bell Rose Capital, Inc.",OTC
MNR,0001980088,MACH NATURAL RESOURCES LP,NYSE
HWEP,0001980262,"HW Electro Co., Ltd.",
ENGN,0001980845,enGene Holdings Inc.,Nasdaq
LDTC,0001981462,LeddarTech Holdings Inc.,
ALGG,0001981519,ALTA GLOBAL GROUP LTD,
LGM,0001981758,SIXGOMEOW LTD,
TLIH,0001982012,Ten-League International Holdings Ltd,
BDMD,0001982444,Baird Medical Investment Holdings Ltd,
SDHC,0001982518,Smith Douglas Homes Corp.,
RMSG,0001983324,Real Messenger Corp,
TDTH,0001983550,Trident Digital Tech Holdings Ltd.,
GOAI,0001983736,Eva Live Inc,OTC
BLMZ,0001984014,BloomZ Inc.,
YYGH,0001985337,YY Group Holding Ltd.,
CGRD,0001986500,GRD Biotechnology Acquisition Ltd,
HAND,0001987176,"Hand in Hand Metaverse Marriage Technology Co., Ltd",
CPGR,0001987867,CorpAcq Group Plc,
FHFH,0001988363,1427702 B.C. Ltd,
ZDYM,0001988932,"ZHIDING YUEMEI TECHNOLOGY CO., LTD",
ZXTY,0001988979,ZHONGXING HOLDING GROUP LTD,
KSD,0001989397,"Capstone Dental Pubco, Inc.",
NUVO,0001990145,Holdco Nuvo Group D.G Ltd.,
HXSZ,0001990204,HONGXU SHANGZENG GLOBAL HOLDING LTD,
WAY,0001990354,Waystar Holding Corp.,
TYGJ,0001990472,AMERICAN TUOYUAN INTERNATIONAL SECURITIES GROUP INC,
CGBS,0001991946,Crown LNG Holdings Ltd,
MDLX,0001994347,MODULEX MODULAR BUILDINGS PLC,
JFY,0001997309,"JIUFUYUAN BIOTECHNOLOGY CO., LTD",
ZENA,0001997403,"ZenaTech, Inc.",
LFKG,0001997903,Lianfeng Holding Acquisition,
FONG,0001999161,"Aibafang Group CO., Ltd.",
WMBT,0002000218,"Sichuan Wanma Benteng Technology Co., LTD",
BMYMP,0000014272,BRISTOL MYERS SQUIBB CO,OTC
GOOG,0001652044,Alphabet Inc.,Nasdaq
USB-PA,0000036104,US BANCORP \DE\,NYSE
BRK-A,0001067983,BERKSHIRE HATHAWAY INC,NYSE
NONOF,0000353278,NOVO NORDISK A S,OTC
LVMHF,0000824046,LVMH MOET HENNESSY LOUIS VUITTON,OTC
JPM-PC,0000019617,JPMORGAN CHASE & CO,NYSE
JPM-PD,0000019617,JPMORGAN CHASE & CO,NYSE
BML-PG,0000070858,BANK OF AMERICA CORP /DE/,NYSE
BML-PH,0000070858,BANK OF AMERICA CORP /DE/,NYSE
ASMLF,0000937966,ASML HOLDING NV,OTC
BML-PL,0000070858,BANK OF AMERICA CORP /DE/,NYSE
BAC-PB,0000070858,BANK OF AMERICA CORP /DE/,NYSE
BAC-PK,0000070858,BANK OF AMERICA CORP /DE/,NYSE
BML-PJ,0000070858,BANK OF AMERICA CORP /DE/,NYSE
BAC-PE,0000070858,BANK OF AMERICA CORP /DE/,NYSE
RYDAF,0001306965,Shell plc,OTC
BABAF,0001577552,Alibaba Group Holding Ltd,OTC
AZNCF,0000901832,ASTRAZENECA PLC,OTC
NVSEF,0001114448,NOVARTIS AG,OTC
WFC-PY,0000072971,WELLS FARGO & COMPANY/MN,NYSE
TOYOF,0001094517,TOYOTA MOTOR CORP/,OTC
WFC-PR,0000072971,WELLS FARGO & COMPANY/MN,NYSE
WFC-PL,0000072971,WELLS FARGO & COMPANY/MN,NYSE
SAPGF,0001000184,SAP SE,OTC
PCCYF,0001108329,PETROCHINA CO LTD,OTC
TTFNF,0000879764,TotalEnergies SE,OTC
BHPLF,0000811809,BHP Group Ltd,OTC
TBB,0000732717,AT&T INC.,NYSE
HBCYF,0001089113,HSBC HOLDINGS PLC,OTC
C-PJ,0000831001,CITIGROUP INC,NYSE
UNLYF,0000217410,UNILEVER PLC,OTC
BUDFF,0001668717,Anheuser-Busch InBev SA/NV,OTC
WFC-PC,0000072971,WELLS FARGO & COMPANY/MN,NYSE
BPAQF,0000313807,BP PLC,OTC
SNYNF,0001121404,Sanofi,OTC
EADSF,0001378580,Airbus SE/ADR,OTC
CILJF,0001268896,CHINA LIFE INSURANCE CO LTD,OTC
RTPPF,0000863064,RIO TINTO PLC,OTC
SNEJF,0000313838,Sony Group Corp,OTC
NCRRP,0000070866,NCR VOYIX Corp,OTC
NTTYY,0000769594,NIPPON TELEGRAPH & TELEPHONE CORP,OTC
CFRHF,0000948401,COMPAGNIE FINANCIERE RICHEMONT AG /FI,OTC
STOHF,0001140625,EQUINOR ASA,OTC
SNPMF,0001123658,CHINA PETROLEUM & CHEMICAL CORP,OTC
MBFJF,0000067088,MITSUBISHI UFJ FINANCIAL GROUP INC,OTC
CMXHF,0001274152,CSL LTD,OTC
USB-PH,0000036104,US BANCORP \DE\,NYSE
GS-PA,0000886982,GOLDMAN SACHS GROUP INC,NYSE
EBBNF,0000895728,ENBRIDGE INC,OTC
BNPQF,0000310732,BNP PARIBAS,OTC
CTA-PB,0000030554,"EIDP, Inc.",NYSE
USB-PP,0000036104,US BANCORP \DE\,NYSE
MS-PA,0000895421,MORGAN STANLEY,NYSE
DGEAF,0000835403,DIAGEO PLC,OTC
GS-PD,0000886982,GOLDMAN SACHS GROUP INC,NYSE
GLAXF,0001131399,GSK plc,OTC
TOELF,0001443276,Tokyo Electron LTD,OTC
JDCMF,0001549802,"JD.com, Inc.",OTC
ESOCF,0001096200,ENEL SOCIETA PER AZIONI,OTC
BNPQY,0000310732,BNP PARIBAS,OTC
AMXOF,0001129137,AMERICA MOVIL SAB DE CV/,OTC
ATLCY,0000748954,ATLAS COPCO AB,OTC
BTAFF,0001303523,British American Tobacco p.l.c.,OTC
GLCNF,0001524684,Glencore plc/ADR,OTC
ABLZF,0001091587,ABB LTD,OTC
MBGAF,0001067318,DAIMLER AG,OTC
MS-PK,0000895421,MORGAN STANLEY,NYSE
PBR-A,0001119639,PETROBRAS - PETROLEO BRASILEIRO SA,NYSE
MS-PI,0000895421,MORGAN STANLEY,NYSE
MS-PF,0000895421,MORGAN STANLEY,NYSE
GS-PK,0000886982,GOLDMAN SACHS GROUP INC,NYSE
BCDRF,0000891478,"Banco Santander, S.A.",OTC
MS-PE,0000895421,MORGAN STANLEY,NYSE
RLXXF,0000929869,RELX PLC,OTC
DUK-PA,0001326160,Duke Energy CORP,NYSE
OEZVF,0001021020,OSTERREICHISCHE ELEKTRIZITATSWIRTSCHAFTS /FI,OTC
SMFNF,0001022837,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",OTC
CCZ,0001166691,COMCAST CORP,NYSE
ATLPF,0000748954,ATLAS COPCO AB,OTC
TKPHF,0001395064,TAKEDA PHARMACEUTICAL CO LTD,OTC
BAIDF,0001329099,"Baidu, Inc.",OTC
WEBNF,0000719245,WESTPAC BANKING CORP,OTC
PPWLM,0000075594,PACIFICORP /OR/,OTC
NGGTF,0001004315,NATIONAL GRID PLC,OTC
SCHW-PD,0000316709,SCHWAB CHARLES CORP,NYSE
DKILF,0001446519,Daikin Industries Ltd,OTC
BECEF,0000718940,BCE INC,OTC
SPG-PJ,0001063761,SIMON PROPERTY GROUP INC /DE/,NYSE
TNCAF,0001232384,TC ENERGY CORP,OTC
INGVF,0001039765,ING GROEP NV,OTC
MET-PA,0001099219,METLIFE INC,NYSE
STMEF,0000932787,STMicroelectronics N.V.,OTC
MET-PE,0001099219,METLIFE INC,NYSE
HNDAF,0000715153,HONDA MOTOR CO LTD,OTC
EIPAF,0001002242,ENI SPA,OTC
LLDTF,0001160106,Lloyds Banking Group plc,OTC
PLDGP,0001045609,"Prologis, Inc.",OTC
WOPEF,0000844551,WOODSIDE ENERGY GROUP LTD,OTC
BBVXF,0000842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",OTC
AIG-PA,0000005272,"AMERICAN INTERNATIONAL GROUP, INC.",NYSE
HLNCF,0001900304,Haleon plc,OTC
DNZOF,0001446598,Denso Corp,OTC
TCANF,0001232384,TC ENERGY CORP,OTC
PSA-PH,0001393311,Public Storage,NYSE
BAESF,0000895564,BAE SYSTEMS PLC /FI/,OTC
PPWLO,0000075594,PACIFICORP /OR/,OTC
PUKPF,0001116578,PRUDENTIAL PLC,OTC
BAMGF,0001001085,BROOKFIELD Corp /ON/,OTC
HCMLF,0000948696,LafargeHolcim Ltd/ADR,OTC
MRAAF,0001450468,"Murata Manufacturing Co., Ltd./ADR",OTC
MZHOF,0001335730,MIZUHO FINANCIAL GROUP INC,OTC
TCKRF,0000886986,TECK RESOURCES LTD,OTC
ALL-PH,0000899051,ALLSTATE CORP,NYSE
CRARF,0001279967,CREDIT AGRICOLE S A,OTC
PSA-PK,0001393311,Public Storage,NYSE
RBSPF,0000844150,NatWest Group plc,OTC
ALL-PB,0000899051,ALLSTATE CORP,NYSE
FNCTF,0001038143,ORANGE,OTC
RSMDF,0000943819,RESMED INC,OTC
BF-A,0000014693,BROWN FORMAN CORP,NYSE
LEN-B,0000920760,LENNAR CORP /NEW/,NYSE
BCLYF,0000312069,BARCLAYS PLC,OTC
CODGF,0001012037,COMPAGNIE DE SAINT GOBAIN,OTC
BBDO,0001160330,BANK BRADESCO,NYSE
TEFOF,0000814052,TELEFONICA S A,OTC
VODPF,0000839923,VODAFONE GROUP PUBLIC LTD CO,OTC
GNMSF,0001434265,GENMAB A/S,OTC
DLR-PK,0001297996,"DIGITAL REALTY TRUST, INC.",NYSE
RCIAF,0000733099,ROGERS COMMUNICATIONS INC,OTC
CJPRF,0001334687,CENTRAL JAPAN RAILWAY CO,OTC
SAUHF,0001451279,Straumann Holding AG / ADR,OTC
AMSYF,0001243429,ArcelorMittal,OTC
SOJC,0000092122,SOUTHERN CO,NYSE
MKC-V,0000063754,MCCORMICK & CO INC,NYSE
DLR-PJ,0001297996,"DIGITAL REALTY TRUST, INC.",NYSE
RSTRF,0001618755,Restaurant Brands International Limited Partnership,OTC
CAJFF,0000016988,CANON INC,OTC
ORXCF,0001070304,ORIX CORP,OTC
YAHOF,0001446437,Yahoo! Japan Corp,OTC
TRPCF,0001269238,Trip.com Group Ltd,OTC
PCRFF,0000063271,PANASONIC Corp,OTC
FCNCB,0000798941,FIRST CITIZENS BANCSHARES INC /DE/,OTC
HEI-A,0000046619,HEICO CORP,NYSE
EBR-B,0001439124,BRAZILIAN ELECTRIC POWER CO,NYSE
STT-PG,0000093751,STATE STREET CORP,NYSE
LNNGF,0001447629,Li Ning Co. Ltd.,OTC
ERIXF,0000717826,ERICSSON LM TELEPHONE CO,OTC
PGPEF,0001050952,PUBLICIS GROUPE SA,OTC
NOKBF,0000924613,NOKIA CORP,OTC
NIOIF,0001736541,NIO Inc.,OTC
FWONB,0001560385,Liberty Media Corp,OTC
STT-PD,0000093751,STATE STREET CORP,NYSE
HIG-PG,0000874766,"HARTFORD FINANCIAL SERVICES GROUP, INC.",NYSE
RKLIF,0000930157,RENTOKIL INITIAL PLC /FI,OTC
HRNNF,0001712356,Hydro One Ltd,OTC
FITBI,0000035527,FIFTH THIRD BANCORP,Nasdaq
HLDVF,0000811250,HENDERSON LAND DEVELOPMENT COMPANY LTD /FI,OTC
SGSOF,0001069347,SGS SOCIETE GENERALE DE SURVEILLANCE HOLDING SA /FI,OTC
PPERF,0001461748,PT Bank Mandiri (Persero) Tbk / ADR,OTC
TNRSF,0001190723,TENARIS SA,OTC
COCSF,0000910631,COCA COLA FEMSA SAB DE CV,OTC
RYLPF,0000313216,KONINKLIJKE PHILIPS NV,OTC
AMCCF,0001748790,Amcor plc,OTC
FAXXF,0000915191,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,OTC
BIO-B,0000012208,"BIO-RAD LABORATORIES, INC.",NYSE
CHEAF,0001030475,CHINA EASTERN AIRLINES CORP LTD,OTC
CHKIF,0001041668,CHINA SOUTHERN AIRLINES CO LTD,OTC
ADTTF,0001158838,ADVANTEST CORP,OTC
FWONA,0001560385,Liberty Media Corp,Nasdaq
FWONK,0001560385,Liberty Media Corp,Nasdaq
HLBZF,0001400691,HeidelbergCement AG,OTC
KEY-PK,0000091576,KEYCORP /NEW/,NYSE
FXFLF,0000915191,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,OTC
